id,tipo,titulo,país,data_adicionado,ano_lancamento,classificacao,duracao,genero,aplicativo
s251,Filme,Turn of the Cheek,Nao Declarado,,2020,Nao avaliado,139 min,Drama,Amazon
s252,Serie,Tumble Leaf,Estados Unidos,,2019,Livre,6 Temporadas,Infantil,Amazon
s253,Filme,Tuff Turf,Nao Declarado,,1985,Restrito,112 min,"Acao, Comedia, Drama",Amazon
s254,Serie,Tudor Monastery Farm,Nao Declarado,,2013,7+,1 Temporada,Documentario,Amazon
s255,Filme,Try Not To Laugh - Black Comics,Nao Declarado,,2018,13+,15 min,"Artes, Entretenimento e Cultura, Comedia",Amazon
s256,Serie,Truth Seekers,"Reino Unido, Estados Unidos",,2020,16+,1 Temporada,Comedia,Amazon
s257,Filme,Trust,Nao Declarado,,2018,Livre,93 min,Drama,Amazon
s258,Filme,Truly Texas Mexican,Nao Declarado,,2021,13+,87 min,"Documentario, Conteudo Especial",Amazon
s259,Filme,True Colors,Estados Unidos,,1991,Restrito,110 min,Drama,Amazon
s260,Filme,Truck Tunes 2,Nao Declarado,,2014,Livre,27 min,"Infantil, Conteudo Especial",Amazon
s261,Serie,Troy the Train,Nao Declarado,,2019,Livre,2 Temporadas,"Animacao, Infantil",Amazon
s262,Filme,Tropic Thunder,"Estados Unidos, Reino Unido, Alemanha",,2008,Restrito,107 min,"Acao, Comedia",Amazon
s263,Filme,Trois 3: The Escort,Nao Declarado,,2004,Restrito,95 min,"Drama, Suspense",Amazon
s264,Filme,Triple Seat (4K UHD),India,,2019,Adultos,126 min,"Comedia, Internacional",Amazon
s265,Filme,Trilogy of Terror,Nao Declarado,,1975,Nao avaliado,72 min,"Terror, Suspense",Amazon
s266,Serie,Travels by Narrowboat,Nao Declarado,,2020,18+,6 Temporadas,"Documentario, Conteudo Especial",Amazon
s267,Serie,Travel with Kids,Nao Declarado,,2015,Livre,2 Temporadas,"Infantil, Conteudo Especial",Amazon
s268,Serie,Trapped [English Subtitled],Nao Declarado,,2019,14+,2 Temporadas,Series,Amazon
s269,Filme,Transpecos,Nao Declarado,,2016,16+,86 min,"Acao, Suspense",Amazon
s270,Serie,Transparent,Estados Unidos,,2019,18+,5 Temporadas,"Comedia, Drama, LGBTQ",Amazon
s271,Filme,Transmilitary,Nao Declarado,,2019,16+,93 min,"Documentario, Conteudo Especial",Amazon
s272,Filme,Transit,Estados Unidos,,2012,Restrito,88 min,"Acao, Drama, Suspense",Amazon
s273,Serie,Trail of Tears,Nao Declarado,,2008,13+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s274,Filme,Trading Paint,Nao Declarado,,2019,Restrito,87 min,"Acao, Aventura",Amazon
s275,Filme,Tracktown,Nao Declarado,,2017,18+,89 min,"Comedia, Drama, Esportes",Amazon
s276,Filme,Traci Townsend,Nao Declarado,,2007,16+,88 min,"Comedia, Romance",Amazon
s277,Filme,Toxification,Nao Declarado,,2019,13+,65 min,Documentario,Amazon
s278,Filme,Tour Balas Perdidas en Madrid,Nao Declarado,,2021,Livre,116 min,"Musica, Videos e Concertos",Amazon
s279,Serie,Tougher In Alaska,Nao Declarado,,2008,7+,1 Temporada,Series,Amazon
s280,Filme,Tough Guy: The Bob Probert Story,Nao Declarado,,2019,16+,93 min,"Documentario, Drama, Esportes",Amazon
s281,Filme,Touch Chesi Chudu,India,,2018,13+,142 min,"Drama, Internacional, Romance",Amazon
s282,Serie,Totally Spies!,Nao Declarado,,2014,7+,6 Temporadas,Infantil,Amazon
s283,Serie,Total Wipeout,Nao Declarado,,2012,Livre,6 Temporadas,"Comedia, Documentario, Improvisado",Amazon
s284,Filme,Tortilla Soup,Estados Unidos,,2002,13+,104 min,"Comedia, Drama, Romance",Amazon
s285,Filme,Tormented,Nao Declarado,,1960,Adultos,75 min,"Terror, Suspense",Amazon
s286,Serie,Toradora!,Nao Declarado,,2009,14+,1 Temporada,"Animacao, Anime, Drama",Amazon
s287,Filme,Top Secret Rosies: The Female Computers of WWII,Nao Declarado,,2010,Nao avaliado,57 min,Documentario,Amazon
s288,Serie,Top Gear's Top 41,Nao Declarado,,2013,7+,1 Temporada,Documentario,Amazon
s289,Serie,Top Gear: The Perfect Road Trip Italy,Nao Declarado,,2015,7+,1 Temporada,Documentario,Amazon
s290,Serie,Top Gear: The Perfect Road Trip,Nao Declarado,,2013,7+,1 Temporada,Improvisado,Amazon
s291,Serie,Top Gear: From A-Z,Nao Declarado,,2015,14+,1 Temporada,Series,Amazon
s292,Serie,Top Gear: Ambitious But Rubbish,Nao Declarado,,2014,7+,1 Temporada,Documentario,Amazon
s293,Serie,Top Gear America (2017),Nao Declarado,,2017,14+,1 Temporada,Conteudo Especial,Amazon
s294,Serie,Too Old to Die Young,Estados Unidos,,2019,18+,1 Temporada,Series,Amazon
s295,Filme,Too Late For Love,Nao Declarado,,1934,18+,84 min,Drama,Amazon
s296,Filme,Tone Bell: Can't Cancel This,Nao Declarado,,2019,18+,71 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s297,Filme,Tomorrow When The War Began,Nao Declarado,,2012,Restrito,104 min,"Acao, Aventura",Amazon
s298,Serie,Tommy Little: Self-Diagnosed Genius,Nao Declarado,,2020,16+,1 Temporada,"Artes, Entretenimento e Cultura",Amazon
s299,Serie,Tom's Paint Shop,Nao Declarado,,2019,Livre,2 Temporadas,"Animacao, Infantil",Amazon
s300,Filme,Tom Wilson: Bigger Than You,Nao Declarado,,2009,18+,65 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s301,Serie,Tom Walker: Very Very,Nao Declarado,,2020,16+,1 Temporada,"Comedia, Entrevista e variedade",Amazon
s302,Serie,Tom the Tow Truck of Car City,Nao Declarado,,2019,Livre,4 Temporadas,"Animacao, Infantil",Amazon
s303,Filme,Tom Sawyer & Huckleberry Finn,Nao Declarado,,2015,13+,91 min,"Acao, Drama, Infantil",Amazon
s304,Filme,"Tom Rhodes: Light, Sweet, Crude",Nao Declarado,,2012,Nao avaliado,56 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s305,Filme,Tom Papa: Live In New York City,Nao Declarado,,2011,13+,57 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s306,Filme,Tom Papa: Freaked Out,Nao Declarado,,2013,Nao avaliado,60 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s307,Filme,Tom Hamilton's American Babies,Nao Declarado,,2007,Adultos,42 min,"Musica, Videos e Concertos",Amazon
s308,Filme,Tom Green: Live!,Nao Declarado,,2012,18+,55 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s309,Serie,Tom Gleeson: Joy,Nao Declarado,,2020,16+,1 Temporada,Series,Amazon
s310,Serie,Tom Clancy's Jack Ryan,Estados Unidos,,2019,16+,2 Temporadas,"Acao, Drama, Suspense",Amazon
s311,Filme,Tom Brown's School Days,Nao Declarado,,1940,Livre,81 min,Drama,Amazon
s312,Serie,Tokyo Vampire Hotel,Japao,,2018,18+,1 Temporada,"Fantasia, Terror, Internacional",Amazon
s313,Serie,Tokyo Girl,Nao Declarado,,2018,13+,1 Temporada,"Drama, Internacional",Amazon
s314,Serie,Tokyo Alice,Japao,,2019,13+,1 Temporada,"Drama, Romance",Amazon
s315,Filme,Todo Incluido,Nao Declarado,,2015,13+,100 min,Comedia,Amazon
s316,Serie,ToddWorld,Nao Declarado,,2005,Livre,2 Temporadas,"Animacao, Infantil",Amazon
s317,Filme,Todd Glass: Talks About Stuff,Nao Declarado,,2012,Nao avaliado,46 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s318,Serie,Toca Life Stories,Nao Declarado,,2020,Nao avaliado,1 Temporada,"Acao, Animacao, Infantil",Amazon
s319,Filme,To Whom It May Concern,Nao Declarado,,2021,16+,95 min,"Drama, Romance",Amazon
s320,Serie,To Tell The Truth with Bud Collyer,Nao Declarado,,1961,Livre,1 Temporada,Series,Amazon
s321,Filme,To Let,Nao Declarado,,2019,Livre,95 min,"Drama, Internacional",Amazon
s322,Filme,To Catch a Thief,Estados Unidos,,1955,13+,106 min,"Drama, Suspense",Amazon
s323,Filme,TJ: January 3rd,Nao Declarado,,2020,18+,57 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s324,Filme,Titus Andronicus,Nao Declarado,,2008,Adultos,32 min,"Musica, Videos e Concertos",Amazon
s325,Filme,Titanic The Shocking Truth,Nao Declarado,,2012,7+,52 min,Documentario,Amazon
s326,Filme,Tio Papi,Nao Declarado,,2013,13+,87 min,Infantil,Amazon
s327,Serie,Tiny Trucks,Nao Declarado,,2020,Livre,2 Temporadas,"Animacao, Infantil",Amazon
s328,Serie,Tin Star,Nao Declarado,,2019,18+,2 Temporadas,"Drama, Suspense",Amazon
s329,Serie,Timmy Time,Nao Declarado,,2011,Livre,5 Temporadas,"Animacao, Infantil",Amazon
s330,Serie,Time Team America,Nao Declarado,,2014,7+,1 Temporada,Conteudo Especial,Amazon
s331,Serie,Time Enna Boss (Telugu),Nao Declarado,,2020,13+,1 Temporada,"Comedia, Internacional",Amazon
s332,Serie,Time Enna Boss,Nao Declarado,,2020,13+,1 Temporada,"Comedia, Internacional",Amazon
s333,Filme,Timbertown,Nao Declarado,,2021,Nao avaliado,95 min,"Drama, Fe e Espiritualidade, Conteudo Especial",Amazon
s334,Filme,Timber War,Nao Declarado,,1936,18+,54 min,Ocidental,Amazon
s335,Filme,Timber Queen,Nao Declarado,,1944,16+,66 min,"Acao, Drama, Ocidental",Amazon
s336,Filme,Tim Minchin: So Fing Rock,Nao Declarado,,2008,Nao avaliado,127 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s337,Filme,Till Human Voices Wake Us,Nao Declarado,,2003,Restrito,96 min,"Drama, Suspense",Amazon
s338,Filme,TigerCity,Nao Declarado,,2007,Adultos,43 min,"Musica, Videos e Concertos",Amazon
s339,Filme,Tiger Zinda Hai,India,,2017,13+,159 min,"Acao, Drama, Internacional",Amazon
s340,Filme,Ticket to Paradise,Nao Declarado,,1936,Livre,67 min,"Drama, Suspense",Amazon
s341,Filme,Ticker,Estados Unidos,,2001,Restrito,92 min,"Acao, Aventura, Suspense",Amazon
s342,Filme,Tick Tock,Nao Declarado,,2000,Restrito,94 min,"Acao, Drama, Suspense",Amazon
s343,Filme,Thunderbirds are Now,Nao Declarado,,2007,Adultos,29 min,"Musica, Videos e Concertos",Amazon
s344,Serie,Thunderbirds Are Go,Nao Declarado,,2018,Livre,4 Temporadas,Infantil,Amazon
s345,Filme,Thunder Run on Baghdad,Nao Declarado,,2013,13+,132 min,"Documentario, Internacional",Amazon
s346,Filme,Thunder Alley (1985),Nao Declarado,,1985,Restrito,101 min,Drama,Amazon
s347,Filme,Thunder Alley (1967),Nao Declarado,,1967,7+,89 min,Acao,Amazon
s348,Filme,Thugs Of Hindostan (Hindi),Nao Declarado,,2018,16+,164 min,"Acao, Drama, Internacional",Amazon
s349,Filme,Thrissur Pooram (4K UHD),Nao Declarado,,2019,Adultos,152 min,Acao,Amazon
s350,Serie,Threesome,Nao Declarado,,2012,Adultos,2 Temporadas,Comedia,Amazon
s351,Filme,Three Wishes,Estados Unidos,,1995,13+,116 min,"Aventura, Fantasia",Amazon
s352,Filme,Three Guys Named Mike,Nao Declarado,,1951,13+,90 min,Comedia,Amazon
s353,Filme,Those We Love,Nao Declarado,,1932,Adultos,73 min,Drama,Amazon
s354,Filme,Thomasine and Bushrod,Nao Declarado,,1974,13+,95 min,"Acao, Romance, Ocidental",Amazon
s355,Filme,Thomas Sowell: Common Sense in a Senseless World,Nao Declarado,,2021,Livre,57 min,"Documentario, Entrevistas e variedade",Amazon
s356,Filme,Thomas & Friends: The Great Discovery - The Movie,Nao Declarado,,2008,Nao avaliado,61 min,"Animacao, Infantil",Amazon
s357,Filme,Thomas & Friends: Tale of the Brave - The Movie,Nao Declarado,,2014,Nao avaliado,60 min,"Animacao, Infantil",Amazon
s358,Filme,Thomas & Friends: Sodor's Legend of the Lost Treasure (US),Nao Declarado,,2015,Nao avaliado,60 min,"Animacao, Infantil",Amazon
s359,Filme,Thomas & Friends: King of the Railway - The Movie,Nao Declarado,,2013,Nao avaliado,62 min,"Animacao, Infantil",Amazon
s360,Serie,Thomas & Friends S22 (US),Nao Declarado,,2019,7+,1 Temporada,"Animacao, Infantil",Amazon
s361,Serie,Thomas & Friends Classic,Nao Declarado,,2003,Infantil,7 Temporadas,Infantil,Amazon
s362,Serie,This Is Me,Nao Declarado,,2015,13+,1 Temporada,"Documentario, Drama, LGBTQ",Amazon
s363,Serie,This is Football,Estados Unidos,,2019,13+,1 Temporada,"Documentario, Esportes, Improvisado",Amazon
s364,Serie,This Giant Beast That Is The Global Economy,Estados Unidos,,2019,16+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s365,Filme,Third Eye Spies,Nao Declarado,,2019,13+,115 min,"Documentario, Conteudo Especial",Amazon
s366,Filme,Think Like a Dog (4K UHD),"China, Estados Unidos, Reino Unido",,2020,13+,91 min,"Comedia, Infantil",Amazon
s367,Filme,Think Like a Dog,"China, Estados Unidos, Reino Unido",,2020,13+,91 min,"Comedia, Infantil",Amazon
s368,Filme,Things We Lost In The Fire,Nao Declarado,,2007,Restrito,118 min,Drama,Amazon
s369,Filme,They Meet Again,Nao Declarado,,1941,13+,71 min,"Artes, Entretenimento e Cultura, Drama",Amazon
s370,Filme,These Three,Nao Declarado,,1936,13+,93 min,"Drama, Romance",Amazon
s371,Serie,THEM,Nao Declarado,,2021,14+,1 Temporada,"Drama, Terror, Suspense",Amazon
s372,Serie,Thella Raju (Telugu),Nao Declarado,,2018,16+,1 Temporada,"Drama, Internacional",Amazon
s373,Filme,Theatre: A Love Story,Nao Declarado,,2020,13+,136 min,"Drama, Internacional, Romance",Amazon
s374,Filme,The Zookeeper,"Dinamarca, Reino Unido, Republica Checa,Holanda",,2001,13+,99 min,Drama,Amazon
s375,Filme,The Zombie King,Reino Unido,,2013,16+,96 min,"Comedia, Terror",Amazon
s376,Filme,The Young Land,Nao Declarado,,1959,13+,92 min,"Acao, Ocidental",Amazon
s377,Filme,The Yellow Birds,Nao Declarado,,2018,Restrito,95 min,Drama,Amazon
s378,Serie,The Wubbulous World of Dr. Seuss,Nao Declarado,,1997,Infantil,2 Temporadas,Infantil,Amazon
s379,Filme,The World's Most Peaceful Resorts,Nao Declarado,,2012,Livre,60 min,Conteudo Especial,Amazon
s380,Filme,The World's Most Breathtaking Waterfalls,Nao Declarado,,2012,Livre,60 min,Conteudo Especial,Amazon
s381,Filme,The World's Most Beautiful Beaches,Nao Declarado,,2012,Livre,60 min,"Documentario, Conteudo Especial",Amazon
s382,Filme,The World's Greatest Cities Set to Jazz,Nao Declarado,,2017,Livre,66 min,"Musica, Videos e Concertos, Conteudo Especial",Amazon
s383,Serie,The World Wars,Nao Declarado,,2014,14+,1 Temporada,Conteudo Especial,Amazon
s384,Filme,The Work and the Glory,Nao Declarado,,2004,13+,110 min,"Drama, Fe e Espiritualidade, Romance",Amazon
s385,Filme,The Woods: Tales of The X Species Volume 1,Nao Declarado,,2018,16+,19 min,"Terror, Ficcao Cientifica",Amazon
s386,Filme,The Woman Who Wasn't There,Nao Declarado,,2012,16+,65 min,Documentario,Amazon
s387,Filme,The Woman of the Town,Nao Declarado,,1943,Adultos,87 min,Ocidental,Amazon
s388,Filme,The Woman in Black 2: Angel of Death,Nao Declarado,,2015,13+,99 min,"Terror, Suspense",Amazon
s389,Serie,The Wolf,Nao Declarado,,2020,13+,1 Temporada,"Drama, Romance",Amazon
s390,Serie,The Witching Season,Nao Declarado,,2018,13+,1 Temporada,Terror,Amazon
s391,Filme,The Wise Kids,Nao Declarado,,2012,13+,96 min,"Drama, Fe e Espiritualidade, LGBTQ",Amazon
s392,Filme,The Winslow Boy,Nao Declarado,,1999,Livre,104 min,"Drama, Romance",Amazon
s393,Serie,The Wilds,Estados Unidos,,2020,16+,1 Temporada,"Drama, Suspense, Publico Jovem Adulto",Amazon
s394,Filme,The Wild Horse Redemption,Canada,,2007,13+,91 min,"Documentario, Conteudo Especial",Amazon
s395,Filme,The Wicker Man (1973),Nao Declarado,,1975,Restrito,88 min,"Terror, Suspense",Amazon
s396,Serie,The Whole Package,Nao Declarado,,2020,18+,1 Temporada,"Drama, LGBTQ, Improvisado",Amazon
s397,Filme,The Who - Sensation The Story Of Tommy,Nao Declarado,,2014,16+,80 min,"Documentario, Musica, Videos e Concertos",Amazon
s398,Filme,The Wereth Eleven,Estados Unidos,,2011,13+,61 min,"Documentario, Militar e Guerra",Amazon
s399,Filme,The Wedding Year,Estados Unidos,,2019,Restrito,91 min,Comedia,Amazon
s400,Filme,The Wedding Night,Nao Declarado,,1935,13+,79 min,"Drama, Romance",Amazon
s401,Filme,The Wedding Dance,Nao Declarado,,2009,Nao avaliado,90 min,"Comedia, Romance",Amazon
s402,Serie,The Vineyard,Nao Declarado,,2021,16+,1 Temporada,Drama,Amazon
s403,Filme,The Vast of Night,Estados Unidos,,2020,13+,91 min,"Drama, Ficcao Cientifica, Suspense",Amazon
s404,Serie,The Untamed,Nao Declarado,,2019,13+,1 Temporada,Drama,Amazon
s405,Serie,The Underground Railroad,Estados Unidos,,2021,Adultos,1 Temporada,Drama,Amazon
s406,Filme,The Underdog (1943),Nao Declarado,,1943,Livre,62 min,"Drama, Militar e Guerra",Amazon
s407,Filme,The Uncomfortable Truth,Nao Declarado,,2017,13+,85 min,"Documentario, Infantil, Conteudo Especial",Amazon
s408,Serie,"The Unauthorized Beverly Hills, 90210 Story",Nao Declarado,,2015,14+,1 Temporada,Series,Amazon
s409,Filme,The Ultimate Legacy,Nao Declarado,,2015,13+,99 min,"Drama, Fe e Espiritualidade",Amazon
s410,Serie,The Ultimate Civil War Series,Nao Declarado,,2012,13+,1 Temporada,Documentario,Amazon
s411,Serie,The Twin Flower Legend,Nao Declarado,,2020,18+,1 Temporada,"Drama, Romance",Amazon
s412,Serie,The Tunnel,Nao Declarado,,2018,Adultos,3 Temporadas,"Drama, Suspense",Amazon
s413,Filme,The Trumpet of the Swan,Nao Declarado,,2001,Livre,75 min,"Animacao, Infantil",Amazon
s414,Filme,The Trump Prophecy,Nao Declarado,,2018,13+,110 min,"Drama, Fe e Espiritualidade",Amazon
s415,Filme,The True Adventures of Wolfboy,Nao Declarado,,2020,13+,89 min,"Acao, Drama",Amazon
s416,Serie,The Triangle,Nao Declarado,,2005,16+,1 Temporada,Series,Amazon
s417,Serie,The Trial: A Murder In The Family,Nao Declarado,,2017,16+,1 Temporada,"Drama, Suspense",Amazon
s418,Serie,The Toothbrush Family,Nao Declarado,,1999,Livre,1 Temporada,Series,Amazon
s419,Serie,The Time Of Our Lives,Nao Declarado,,2014,16+,2 Temporadas,Drama,Amazon
s420,Serie,The Tick,Estados Unidos,,2019,18+,2 Temporadas,"Acao, Comedia",Amazon
s421,Serie,The Three Drinkers Do Scotch Whisky,Nao Declarado,,2019,16+,1 Temporada,"Conteudo Especial, Improvisado",Amazon
s422,Serie,The Test: A New Era for Australia's Team,Nao Declarado,,2020,16+,1 Temporada,Documentario,Amazon
s423,Serie,The Tesla Files,Nao Declarado,,2018,7+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s424,Serie,The Terror Routes,Nao Declarado,,2011,13+,1 Temporada,"Documentario, Internacional, Conteudo Especial",Amazon
s425,Filme,The Terror,Nao Declarado,,1963,13+,83 min,"Drama, Terror, Suspense",Amazon
s426,Filme,The Tall Man,Nao Declarado,,2012,Restrito,106 min,"Terror, Suspense",Amazon
s427,Filme,The Tag-Along 2,Nao Declarado,,2017,16+,107 min,"Terror, Suspense",Amazon
s428,Filme,The Swap,Nao Declarado,,1969,Restrito,91 min,Drama,Amazon
s429,Filme,The Swami and the Serpent - A Non-Dualist's Encounter with Kundalini,Nao Declarado,,2018,7+,75 min,"Documentario, Conteudo Especial",Amazon
s430,Serie,The Surgeon,Nao Declarado,,2005,13+,1 Temporada,"Drama, Suspense",Amazon
s431,Filme,The Super Simple Show - Halloween,Nao Declarado,,2019,Livre,44 min,Infantil,Amazon
s432,Filme,The Submarine Kid,Nao Declarado,,2015,18+,110 min,Drama,Amazon
s433,Filme,The Story of the Bee Gees,Nao Declarado,,2011,13+,45 min,Documentario,Amazon
s434,Filme,The Story of Rod Stewart,Nao Declarado,,2011,13+,54 min,Documentario,Amazon
s435,Serie,The Story of Egypt,Nao Declarado,,2016,13+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s436,Filme,The Stoned Age (1994),Nao Declarado,,1994,Restrito,91 min,Comedia,Amazon
s437,Serie,The Stinky & Dirty Show,Estados Unidos,,2019,Livre,5 Temporadas,Infantil,Amazon
s438,Filme,The Spirit of Christmas,Nao Declarado,,2015,13+,91 min,"Comedia, Drama, Romance",Amazon
s439,Filme,The Speed of Thought,Nao Declarado,,2014,13+,94 min,"Drama, Ficcao Cientifica, Suspense",Amazon
s440,Filme,The Spectaculars,Nao Declarado,,2020,13+,87 min,Comedia,Amazon
s441,Filme,The Special,Nao Declarado,,2020,18+,94 min,"Drama, Terror, Suspense",Amazon
s442,Filme,The Souvenir,Nao Declarado,,2019,Restrito,120 min,"Drama, Romance",Amazon
s443,Serie,The Snowy Day,Nao Declarado,,2016,Livre,1 Temporada,Infantil,Amazon
s444,Filme,The Snows of Kilimanjaro,Nao Declarado,,1952,13+,113 min,"Acao, Drama",Amazon
s445,Filme,The Snow Queen: Magic of the Ice Mirror,Nao Declarado,,2015,13+,79 min,"Animacao, Infantil",Amazon
s446,Serie,The Snow Queen,Nao Declarado,,2005,7+,1 Temporada,"Acao, Fantasia",Amazon
s447,Serie,The Smoke,Nao Declarado,,2014,16+,1 Temporada,Series,Amazon
s448,Serie,The Sleepless Princess,Nao Declarado,,2020,18+,1 Temporada,"Comedia, Drama, Romance",Amazon
s449,Filme,The Sklar Brothers: What Are We Talking About?,Nao Declarado,,2014,18+,69 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s450,Serie,The Silk Road,Nao Declarado,,2019,13+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s451,Filme,The Silent Wrecks of Kwajalein Atoll,Nao Declarado,,2007,Livre,56 min,Documentario,Amazon
s452,Filme,The Silent Army,Nao Declarado,,2008,16+,90 min,"Acao, Drama, Internacional",Amazon
s453,Filme,The Silencing (4K UHD),Nao Declarado,,2020,Restrito,95 min,Suspense,Amazon
s454,Filme,The Shop,Nao Declarado,,2015,13+,93 min,"Drama, Suspense",Amazon
s455,Serie,The Secrets of Quantum Physics,Nao Declarado,,2014,13+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s456,Filme,The Secret of Roan Inish,"Estados Unidos, Irlanda",,1995,13+,102 min,Drama,Amazon
s457,Filme,The Secret Life of Walter Mitty,Nao Declarado,,1947,13+,111 min,"Comedia, Ficcao Cientifica",Amazon
s458,Serie,The Secret Life of Us,Nao Declarado,,2006,13+,4 Temporadas,"Drama, Romance",Amazon
s459,Filme,The Saturn V Story,Nao Declarado,,2016,Livre,53 min,Documentario,Amazon
s460,Filme,The Ruins,Nao Declarado,,2008,Restrito,91 min,Terror,Amazon
s461,Serie,The Royle Family,Nao Declarado,,2006,7+,4 Temporadas,Comedia,Amazon
s462,Serie,The Royals,Nao Declarado,,2018,14+,4 Temporadas,Series,Amazon
s463,Filme,The Rosewood Thieves,Nao Declarado,,2007,Adultos,26 min,"Musica, Videos e Concertos",Amazon
s464,Filme,The Romantics,Nao Declarado,,2010,13+,97 min,"Comedia, Drama",Amazon
s465,Serie,The Romanoffs,Estados Unidos,,2018,16+,1 Temporada,Drama,Amazon
s466,Filme,The Road to Fame,Nao Declarado,,2014,Livre,80 min,Documentario,Amazon
